,STORUNST,FROR_CD,FRTP_CD,KOFTR_GROU,DMCLS_CD,AGCLS_CD,DNST_CD,HEIGHT,LDMARK_STN,ADM_DR_CD,ADM_DR_NM
57,0,0,0,93,,,,,J00093,3701111,구룡포읍
58,0,0,0,93,,,,,J00093,3701112,연일읍
59,0,0,0,93,,,,,J00093,3701132,동해면
60,0,0,0,93,,,,,J00093,3701112,연일읍
61,0,0,0,93,,,,,J00093,3701112,연일읍
62,0,0,0,93,,,,,J00093,3701159,대이동
63,0,0,0,93,,,,,J00093,3701132,동해면
64,0,0,0,93,,,,,J00093,3701135,호미곶면
65,0,0,0,93,,,,,J00093,3701159,대이동
66,0,0,0,93,,,,,J00093,3701159,대이동
67,0,0,0,93,,,,,J00093,3701135,호미곶면
68,0,0,0,93,,,,,J00093,3701135,호미곶면
69,0,0,0,93,,,,,J00093,3701112,연일읍
70,0,0,0,93,,,,,J00093,3701135,호미곶면
71,0,0,0,93,,,,,J00093,3701132,동해면
72,0,0,0,93,,,,,J00093,3701113,오천읍
73,0,0,0,93,,,,,J00093,3701133,장기면
74,0,0,0,93,,,,,J00093,3701133,장기면
75,0,0,0,93,,,,,J00093,3701133,장기면
76,0,0,0,93,,,,,J00093,3701131,대송면
77,0,0,0,93,,,,,J00093,3701132,동해면
78,0,0,0,93,,,,,J00093,3701133,장기면
79,0,0,0,93,,,,,J00093,3701132,동해면
80,0,0,0,93,,,,,J00093,3701112,연일읍
81,0,0,0,93,,,,,J00093,3701132,동해면
82,0,0,0,93,,,,,J00093,3701132,동해면
83,0,0,0,93,,,,,J00093,3701133,장기면
84,0,0,0,93,,,,,J00093,3701133,장기면
85,0,0,0,93,,,,,J00093,3701133,장기면
86,0,0,0,93,,,,,J00093,3701133,장기면
87,0,0,0,93,,,,,J00093,3701133,장기면
88,0,0,0,93,,,,,J00093,3701133,장기면
89,0,0,0,93,,,,,J00093,3701133,장기면
90,0,0,0,93,,,,,J00093,3701131,대송면
91,0,0,0,93,,,,,J00093,3701133,장기면
92,0,0,0,93,,,,,J00093,3701132,동해면
93,0,0,0,93,,,,,J00093,3701157,제철동
94,0,0,0,93,,,,,J00093,3701157,제철동
95,0,0,0,93,,,,,J00093,3701132,동해면
96,0,0,0,93,,,,,J00093,3701132,동해면
97,0,0,0,93,,,,,J00093,3701111,구룡포읍
98,0,0,0,93,,,,,J00093,3701132,동해면
99,0,0,0,93,,,,,J00093,3701112,연일읍
100,0,0,0,93,,,,,J00093,3701133,장기면
101,0,0,0,93,,,,,J00093,3701111,구룡포읍
102,0,0,0,93,,,,,J00093,3701111,구룡포읍
103,0,0,0,93,,,,,J00093,3701132,동해면
104,0,0,0,93,,,,,J00093,3701131,대송면
105,0,0,0,93,,,,,J00093,3701113,오천읍
106,0,0,0,93,,,,,J00093,3701113,오천읍
107,0,0,0,93,,,,,J00093,3701133,장기면
108,0,0,0,93,,,,,J00093,3701113,오천읍
109,0,0,0,93,,,,,J00093,3701133,장기면
110,0,0,0,93,,,,,J00093,3701132,동해면
111,0,0,0,93,,,,,J00093,3701132,동해면
112,0,0,0,93,,,,,J00093,3701112,연일읍
113,0,0,0,93,,,,,J00093,3701132,동해면
114,0,0,0,93,,,,,J00093,3701113,오천읍
115,0,0,0,93,,,,,J00093,3701132,동해면
116,0,0,0,93,,,,,J00093,3701112,연일읍
117,0,0,0,93,,,,,J00093,3701112,연일읍
118,0,0,0,93,,,,,J00093,3701112,연일읍
119,0,0,0,93,,,,,J00093,3701159,대이동
120,0,0,0,93,,,,,J00093,3701159,대이동
121,0,0,0,93,,,,,J00093,3701133,장기면
122,0,0,0,93,,,,,J00093,3701133,장기면
123,0,0,0,93,,,,,J00093,3701133,장기면
124,0,0,0,93,,,,,J00093,3701133,장기면
125,0,0,0,93,,,,,J00093,3701133,장기면
126,0,0,0,93,,,,,J00093,3701133,장기면
127,0,0,0,93,,,,,J00093,3701133,장기면
128,0,0,0,93,,,,,J00093,3701133,장기면
129,0,0,0,93,,,,,J00093,3701111,구룡포읍
130,0,0,0,93,,,,,J00093,3701111,구룡포읍
131,0,0,0,93,,,,,J00093,3701111,구룡포읍
132,0,0,0,93,,,,,J00093,3701111,구룡포읍
133,0,0,0,93,,,,,J00093,3701111,구룡포읍
134,0,0,0,93,,,,,J00093,3701111,구룡포읍
135,0,0,0,93,,,,,J00093,3701111,구룡포읍
136,0,0,0,93,,,,,J00093,3701111,구룡포읍
137,0,0,0,93,,,,,J00093,,
138,0,0,0,93,,,,,J00093,3701112,연일읍
139,0,0,0,93,,,,,J00093,3701111,구룡포읍
140,0,0,0,93,,,,,J00093,3701132,동해면
141,0,0,0,93,,,,,J00093,3701132,동해면
142,0,0,0,93,,,,,J00093,3701111,구룡포읍
143,0,0,0,93,,,,,J00093,3701132,동해면
144,0,0,0,93,,,,,J00093,3701159,대이동
145,0,0,0,93,,,,,J00093,3701132,동해면
146,0,0,0,93,,,,,J00093,3701111,구룡포읍
147,0,0,0,93,,,,,J00093,3701132,동해면
148,0,0,0,93,,,,,J00093,3701132,동해면
149,0,0,0,93,,,,,J00093,3701135,호미곶면
150,0,0,0,93,,,,,J00093,3701135,호미곶면
151,0,0,0,93,,,,,J00093,3701132,동해면
152,0,0,0,93,,,,,J00093,3701133,장기면
153,0,0,0,93,,,,,J00093,3701113,오천읍
154,0,0,0,93,,,,,J00093,3701133,장기면
155,0,0,0,93,,,,,J00093,3701133,장기면
156,0,0,0,93,,,,,J00093,3701133,장기면
157,0,0,0,93,,,,,J00093,3701133,장기면
158,0,0,0,93,,,,,J00093,3701133,장기면
159,0,0,0,93,,,,,J00093,3701113,오천읍
160,0,0,0,93,,,,,J00093,3701133,장기면
161,0,0,0,93,,,,,J00093,3701133,장기면
162,0,0,0,93,,,,,J00093,3701133,장기면
163,0,0,0,93,,,,,J00093,3701113,오천읍
164,0,0,0,93,,,,,J00093,3701133,장기면
165,0,0,0,93,,,,,J00093,3701133,장기면
166,0,0,0,93,,,,,J00093,3701133,장기면
167,0,0,0,93,,,,,J00093,3701113,오천읍
168,0,0,0,93,,,,,J00093,3701131,대송면
169,0,0,0,93,,,,,J00093,3701133,장기면
170,0,0,0,93,,,,,J00093,3701131,대송면
171,0,0,0,93,,,,,J00093,3701131,대송면
172,0,0,0,93,,,,,J00093,3701112,연일읍
173,0,0,0,93,,,,,J00093,3701112,연일읍
174,0,0,0,93,,,,,J00093,3701133,장기면
175,0,0,0,93,,,,,J00093,3701133,장기면
176,0,0,0,93,,,,,J00093,3701133,장기면
177,0,0,0,94,,,,,J00094,3701133,장기면
178,0,0,0,94,,,,,J00094,3701133,장기면
179,0,0,0,94,,,,,J00094,3701113,오천읍
180,0,0,0,94,,,,,J00094,3701133,장기면
181,0,0,0,94,,,,,J00094,3701111,구룡포읍
182,0,0,0,94,,,,,J00094,3701132,동해면
183,0,0,0,94,,,,,J00094,3701111,구룡포읍
184,0,0,0,94,,,,,J00094,3701113,오천읍
185,0,0,0,94,,,,,J00094,3701131,대송면
186,1,1,1,10,0,1,A,00,J11110,3701135,호미곶면
187,1,1,1,11,0,1,A,00,J11111,3701135,호미곶면
188,1,1,1,11,1,2,A,04,J11111,3701135,호미곶면
189,1,1,1,11,1,2,A,12,J11111,3701111,구룡포읍
190,1,1,1,11,1,2,B,08,J11111,3701112,연일읍
191,1,1,1,11,1,2,B,10,J11111,3701112,연일읍
192,1,1,1,11,1,2,C,06,J11111,3701133,장기면
193,1,1,1,11,1,2,C,08,J11111,,
194,1,1,1,11,1,2,C,10,J11111,3701111,구룡포읍
195,1,1,1,11,1,2,C,10,J11111,3701111,구룡포읍
196,1,1,1,11,1,2,C,10,J11111,3701132,동해면
197,1,1,1,11,1,2,C,12,J11111,3701111,구룡포읍
198,1,1,1,11,1,2,C,14,J11111,3701111,구룡포읍
199,1,1,1,11,1,2,C,14,J11111,3701111,구룡포읍
200,1,1,1,11,1,3,B,10,J11111,3701113,오천읍
201,1,1,1,12,0,1,A,00,J11112,3701135,호미곶면
202,1,1,1,12,1,3,B,12,J11112,3701113,오천읍
203,1,1,1,12,1,3,B,12,J11112,3701113,오천읍
204,1,1,1,12,1,3,C,10,J11112,3701112,연일읍
205,1,1,1,12,1,3,C,12,J11112,3701113,오천읍
206,1,1,1,12,1,3,C,12,J11112,3701113,오천읍
207,1,1,1,12,1,3,C,12,J11112,3701113,오천읍
208,1,1,1,12,1,3,C,12,J11112,3701113,오천읍
209,1,1,1,12,2,4,C,08,J11112,3701135,호미곶면
210,1,1,1,12,2,4,C,10,J11112,3701135,호미곶면
211,1,1,1,12,2,4,C,12,J11112,3701132,동해면
212,1,1,1,12,2,4,C,14,J11112,3701111,구룡포읍
213,1,1,1,12,2,4,C,16,J11112,3701113,오천읍
214,1,1,1,13,1,3,B,12,J11113,3701111,구룡포읍
215,1,1,1,13,1,3,B,12,J11113,3701111,구룡포읍
216,1,1,1,13,1,3,C,10,J11113,3701111,구룡포읍
217,1,1,1,13,1,3,C,10,J11113,3701111,구룡포읍
218,1,1,1,13,1,3,C,12,J11113,3701133,장기면
219,1,1,1,13,1,3,C,12,J11113,3701133,장기면
220,1,1,1,13,1,3,C,12,J11113,3701133,장기면
221,1,1,1,13,1,3,C,12,J11113,3701111,구룡포읍
222,1,1,1,13,1,3,C,12,J11113,3701111,구룡포읍
223,1,1,1,13,1,3,C,12,J11113,3701111,구룡포읍
224,1,1,1,13,1,3,C,12,J11113,3701111,구룡포읍
225,1,1,1,13,1,3,C,12,J11113,3701133,장기면
226,1,1,1,13,1,3,C,12,J11113,3701132,동해면
227,1,1,1,13,1,3,C,12,J11113,3701132,동해면
228,1,1,1,13,1,3,C,12,J11113,3701132,동해면
229,1,1,1,13,1,3,C,12,J11113,3701133,장기면
230,1,1,1,13,1,3,C,12,J11113,3701133,장기면
231,1,1,1,13,1,3,C,12,J11113,3701133,장기면
232,1,1,1,13,1,3,C,12,J11113,3701111,구룡포읍
233,1,1,1,13,1,3,C,12,J11113,3701133,장기면
234,1,1,1,13,1,3,C,14,J11113,3701133,장기면
235,1,1,1,13,1,3,C,14,J11113,3701133,장기면
236,1,1,1,13,1,3,C,14,J11113,3701113,오천읍
237,1,1,1,13,1,3,C,14,J11113,3701113,오천읍
238,1,1,1,13,1,3,C,14,J11113,3701113,오천읍
239,1,1,1,13,1,3,C,14,J11113,3701113,오천읍
240,1,1,1,13,1,3,C,14,J11113,3701133,장기면
241,1,1,1,13,1,3,C,14,J11113,,
242,1,1,1,13,1,3,C,14,J11113,3701111,구룡포읍
243,1,1,1,13,1,3,C,14,J11113,3701111,구룡포읍
244,1,1,1,13,1,3,C,14,J11113,3701132,동해면
245,1,1,1,13,1,3,C,14,J11113,3701111,구룡포읍
246,1,1,1,13,1,3,C,14,J11113,3701111,구룡포읍
247,1,1,1,13,1,3,C,14,J11113,3701111,구룡포읍
248,1,1,1,13,1,3,C,16,J11113,3701133,장기면
249,1,1,1,13,1,3,C,16,J11113,3701113,오천읍
250,1,1,1,13,1,3,C,16,J11113,3701113,오천읍
251,1,1,1,13,1,4,C,10,J11113,3701112,연일읍
252,1,1,1,13,1,4,C,18,J11113,3701133,장기면
253,1,1,1,13,2,3,C,10,J11113,3701133,장기면
254,1,1,1,13,2,3,C,12,J11113,3701133,장기면
255,1,1,1,13,2,3,C,12,J11113,3701111,구룡포읍
256,1,1,1,13,2,4,B,12,J11113,3701111,구룡포읍
257,1,1,1,13,2,4,B,14,J11113,3701111,구룡포읍
258,1,1,1,13,2,4,B,18,J11113,3701133,장기면
259,1,1,1,13,2,4,B,18,J11113,3701131,대송면
260,1,1,1,13,2,4,B,18,J11113,3701132,동해면
261,1,1,1,13,2,4,C,08,J11113,3701111,구룡포읍
262,1,1,1,13,2,4,C,08,J11113,3701111,구룡포읍
263,1,1,1,13,2,4,C,10,J11113,3701133,장기면
264,1,1,1,13,2,4,C,10,J11113,3701133,장기면
265,1,1,1,13,2,4,C,10,J11113,,
266,1,1,1,13,2,4,C,10,J11113,3701111,구룡포읍
267,1,1,1,13,2,4,C,10,J11113,3701112,연일읍
268,1,1,1,13,2,4,C,10,J11113,3701133,장기면
269,1,1,1,13,2,4,C,10,J11113,3701133,장기면
270,1,1,1,13,2,4,C,10,J11113,3701111,구룡포읍
271,1,1,1,13,2,4,C,10,J11113,3701135,호미곶면
272,1,1,1,13,2,4,C,12,J11113,3701133,장기면
273,1,1,1,13,2,4,C,12,J11113,3701133,장기면
274,1,1,1,13,2,4,C,12,J11113,3701133,장기면
275,1,1,1,13,2,4,C,12,J11113,3701133,장기면
276,1,1,1,13,2,4,C,12,J11113,3701133,장기면
277,1,1,1,13,2,4,C,12,J11113,3701133,장기면
278,1,1,1,13,2,4,C,12,J11113,3701133,장기면
279,1,1,1,13,2,4,C,12,J11113,3701133,장기면
280,1,1,1,13,2,4,C,12,J11113,3701133,장기면
281,1,1,1,13,2,4,C,12,J11113,3701133,장기면
282,1,1,1,13,2,4,C,12,J11113,3701133,장기면
283,1,1,1,13,2,4,C,12,J11113,,
284,1,1,1,13,2,4,C,12,J11113,3701111,구룡포읍
285,1,1,1,13,2,4,C,12,J11113,,
286,1,1,1,13,2,4,C,12,J11113,3701111,구룡포읍
287,1,1,1,13,2,4,C,12,J11113,3701111,구룡포읍
288,1,1,1,13,2,4,C,12,J11113,3701111,구룡포읍
289,1,1,1,13,2,4,C,12,J11113,3701111,구룡포읍
290,1,1,1,13,2,4,C,12,J11113,3701133,장기면
291,1,1,1,13,2,4,C,12,J11113,3701133,장기면
292,1,1,1,13,2,4,C,12,J11113,3701133,장기면
293,1,1,1,13,2,4,C,12,J11113,3701133,장기면
294,1,1,1,13,2,4,C,12,J11113,,
295,1,1,1,13,2,4,C,12,J11113,3701111,구룡포읍
296,1,1,1,13,2,4,C,12,J11113,3701111,구룡포읍
297,1,1,1,13,2,4,C,12,J11113,3701111,구룡포읍
298,1,1,1,13,2,4,C,12,J11113,3701111,구룡포읍
299,1,1,1,13,2,4,C,12,J11113,3701111,구룡포읍
300,1,1,1,13,2,4,C,12,J11113,3701111,구룡포읍
301,1,1,1,13,2,4,C,12,J11113,3701132,동해면
302,1,1,1,13,2,4,C,12,J11113,3701111,구룡포읍
303,1,1,1,13,2,4,C,12,J11113,3701111,구룡포읍
304,1,1,1,13,2,4,C,14,J11113,3701133,장기면
305,1,1,1,13,2,4,C,14,J11113,3701133,장기면
306,1,1,1,13,2,4,C,14,J11113,3701133,장기면
307,1,1,1,13,2,4,C,14,J11113,3701133,장기면
308,1,1,1,13,2,4,C,14,J11113,3701111,구룡포읍
309,1,1,1,13,2,4,C,14,J11113,3701111,구룡포읍
310,1,1,1,13,2,4,C,14,J11113,3701111,구룡포읍
311,1,1,1,13,2,4,C,14,J11113,3701133,장기면
312,1,1,1,13,2,4,C,14,J11113,3701133,장기면
313,1,1,1,13,2,4,C,14,J11113,3701133,장기면
314,1,1,1,13,2,4,C,14,J11113,3701133,장기면
315,1,1,1,13,2,4,C,14,J11113,3701133,장기면
316,1,1,1,13,2,4,C,14,J11113,3701113,오천읍
317,1,1,1,13,2,4,C,14,J11113,3701133,장기면
318,1,1,1,13,2,4,C,14,J11113,3701113,오천읍
319,1,1,1,13,2,4,C,14,J11113,3701111,구룡포읍
320,1,1,1,13,2,4,C,14,J11113,3701111,구룡포읍
321,1,1,1,13,2,4,C,14,J11113,3701111,구룡포읍
322,1,1,1,13,2,4,C,14,J11113,3701111,구룡포읍
323,1,1,1,13,2,4,C,14,J11113,3701111,구룡포읍
324,1,1,1,13,2,4,C,14,J11113,3701111,구룡포읍
325,1,1,1,13,2,4,C,14,J11113,3701111,구룡포읍
326,1,1,1,13,2,4,C,14,J11113,3701132,동해면
327,1,1,1,13,2,4,C,14,J11113,3701111,구룡포읍
328,1,1,1,13,2,4,C,14,J11113,3701132,동해면
329,1,1,1,13,2,4,C,14,J11113,3701132,동해면
330,1,1,1,13,2,4,C,14,J11113,3701132,동해면
331,1,1,1,13,2,4,C,14,J11113,3701132,동해면
332,1,1,1,13,2,4,C,14,J11113,3701132,동해면
333,1,1,1,13,2,4,C,14,J11113,3701132,동해면
334,1,1,1,13,2,4,C,16,J11113,3701133,장기면
335,1,1,1,13,2,4,C,16,J11113,3701133,장기면
336,1,1,1,13,2,4,C,16,J11113,3701133,장기면
337,1,1,1,13,2,4,C,16,J11113,3701133,장기면
338,1,1,1,13,2,4,C,16,J11113,3701132,동해면
339,1,1,1,13,2,4,C,16,J11113,3701113,오천읍
340,1,1,1,13,2,4,C,16,J11113,3701133,장기면
341,1,1,1,13,2,4,C,16,J11113,3701111,구룡포읍
342,1,1,1,13,2,4,C,16,J11113,3701111,구룡포읍
343,1,1,1,13,2,4,C,18,J11113,3701133,장기면
344,1,1,1,13,2,4,C,18,J11113,3701133,장기면
345,1,1,1,13,2,4,C,18,J11113,3701133,장기면
346,1,1,1,13,2,4,C,18,J11113,3701133,장기면
347,1,1,1,13,2,4,C,18,J11113,3701113,오천읍
348,1,1,1,13,2,4,C,18,J11113,3701133,장기면
349,1,1,1,13,2,4,C,18,J11113,3701133,장기면
350,1,1,1,13,2,4,C,18,J11113,3701113,오천읍
351,1,1,1,13,2,4,C,18,J11113,3701133,장기면
352,1,1,1,13,2,4,C,18,J11113,3701133,장기면
353,1,1,1,13,2,4,C,18,J11113,3701133,장기면
354,1,1,1,13,2,4,C,18,J11113,3701133,장기면
355,1,1,1,13,2,4,C,18,J11113,3701133,장기면
356,1,1,1,13,2,4,C,18,J11113,3701113,오천읍
357,1,1,1,13,2,4,C,18,J11113,3701133,장기면
358,1,1,1,13,2,4,C,18,J11113,3701133,장기면
359,1,1,1,13,2,4,C,18,J11113,3701133,장기면
360,1,1,1,13,2,4,C,18,J11113,3701133,장기면
361,1,1,1,13,2,4,C,18,J11113,3701133,장기면
362,1,1,1,13,2,4,C,18,J11113,3701133,장기면
363,1,1,1,13,2,4,C,18,J11113,3701133,장기면
364,1,1,1,13,2,4,C,18,J11113,3701133,장기면
365,1,1,1,13,2,4,C,18,J11113,3701113,오천읍
366,1,1,1,13,2,4,C,18,J11113,3701133,장기면
367,1,1,1,13,2,4,C,18,J11113,3701133,장기면
368,1,1,1,13,2,4,C,18,J11113,3701133,장기면
369,1,1,1,13,2,4,C,18,J11113,3701113,오천읍
370,1,1,1,13,2,4,C,18,J11113,3701133,장기면
371,1,1,1,13,2,4,C,18,J11113,3701113,오천읍
372,1,1,1,13,2,4,C,18,J11113,3701113,오천읍
373,1,1,1,13,2,4,C,18,J11113,3701113,오천읍
374,1,1,1,13,2,4,C,18,J11113,3701113,오천읍
375,1,1,1,13,2,4,C,18,J11113,3701113,오천읍
376,1,1,1,13,2,4,C,18,J11113,3701133,장기면
377,1,1,1,13,2,4,C,18,J11113,3701133,장기면
378,1,1,1,13,2,4,C,18,J11113,3701133,장기면
379,1,1,1,13,2,4,C,18,J11113,3701133,장기면
380,1,1,1,13,2,4,C,18,J11113,3701133,장기면
381,1,1,1,13,2,4,C,18,J11113,3701133,장기면
382,1,1,1,13,2,4,C,18,J11113,3701133,장기면
383,1,1,1,13,2,4,C,18,J11113,3701133,장기면
384,1,1,1,13,2,4,C,18,J11113,3701133,장기면
385,1,1,1,13,2,4,C,18,J11113,3701133,장기면
386,1,1,1,13,2,4,C,18,J11113,3701133,장기면
387,1,1,1,13,2,4,C,18,J11113,3701133,장기면
388,1,1,1,13,2,4,C,18,J11113,3701133,장기면
389,1,1,1,13,2,4,C,18,J11113,3701133,장기면
390,1,1,1,13,2,4,C,18,J11113,3701133,장기면
391,1,1,1,13,2,4,C,18,J11113,3701133,장기면
392,1,1,1,13,2,4,C,18,J11113,3701113,오천읍
393,1,1,1,13,2,4,C,18,J11113,3701113,오천읍
394,1,1,1,13,2,4,C,18,J11113,3701133,장기면
395,1,1,1,13,2,4,C,18,J11113,3701133,장기면
396,1,1,1,13,2,4,C,18,J11113,3701133,장기면
397,1,1,1,13,2,4,C,18,J11113,3701133,장기면
398,1,1,1,13,2,4,C,18,J11113,3701133,장기면
399,1,1,1,13,2,4,C,18,J11113,3701133,장기면
400,1,1,1,13,2,4,C,18,J11113,3701133,장기면
401,1,1,1,13,2,4,C,18,J11113,3701133,장기면
402,1,1,1,13,2,4,C,18,J11113,3701133,장기면
403,1,1,1,13,2,4,C,18,J11113,3701133,장기면
404,1,1,1,13,2,4,C,18,J11113,3701113,오천읍
405,1,1,1,13,2,4,C,18,J11113,3701133,장기면
406,1,1,1,13,2,4,C,18,J11113,3701133,장기면
407,1,1,1,13,2,4,C,18,J11113,3701133,장기면
408,1,1,1,13,2,4,C,18,J11113,3701113,오천읍
409,1,1,1,13,2,4,C,18,J11113,3701133,장기면
410,1,1,1,13,2,4,C,18,J11113,3701133,장기면
411,1,1,1,13,2,4,C,18,J11113,3701133,장기면
412,1,1,1,13,2,4,C,18,J11113,3701133,장기면
413,1,1,1,13,2,4,C,18,J11113,3701133,장기면
414,1,1,1,13,2,4,C,18,J11113,3701133,장기면
415,1,1,1,13,2,4,C,18,J11113,3701133,장기면
416,1,1,1,13,2,4,C,18,J11113,3701133,장기면
417,1,1,1,13,2,4,C,18,J11113,3701133,장기면
418,1,1,1,13,2,4,C,18,J11113,3701133,장기면
419,1,1,1,13,2,4,C,18,J11113,3701133,장기면
420,1,1,1,13,2,4,C,18,J11113,3701133,장기면
421,1,1,1,13,2,4,C,18,J11113,3701133,장기면
422,1,1,1,13,2,4,C,18,J11113,3701133,장기면
423,1,1,1,13,2,4,C,18,J11113,3701133,장기면
424,1,1,1,13,2,4,C,18,J11113,3701131,대송면
425,1,1,1,13,2,4,C,18,J11113,3701133,장기면
426,1,1,1,13,2,4,C,18,J11113,3701133,장기면
427,1,1,1,13,2,4,C,18,J11113,3701133,장기면
428,1,1,1,13,2,4,C,18,J11113,3701133,장기면
429,1,1,1,13,2,4,C,18,J11113,3701133,장기면
430,1,1,1,13,2,4,C,18,J11113,3701133,장기면
431,1,1,1,13,2,4,C,18,J11113,3701133,장기면
432,1,1,1,13,2,4,C,18,J11113,3701133,장기면
433,1,1,1,13,2,4,C,18,J11113,3701133,장기면
434,1,1,1,13,2,4,C,18,J11113,3701133,장기면
435,1,1,1,13,2,4,C,18,J11113,3701133,장기면
436,1,1,1,13,2,4,C,18,J11113,3701131,대송면
437,1,1,1,13,2,4,C,18,J11113,3701133,장기면
438,1,1,1,13,2,4,C,18,J11113,3701133,장기면
439,1,1,1,13,2,4,C,18,J11113,3701133,장기면
440,1,1,1,13,2,4,C,18,J11113,3701133,장기면
441,1,1,1,13,2,4,C,18,J11113,3701133,장기면
442,1,1,1,13,2,4,C,18,J11113,3701133,장기면
443,1,1,1,13,2,4,C,18,J11113,3701133,장기면
444,1,1,1,13,2,4,C,18,J11113,3701133,장기면
445,1,1,1,13,2,4,C,18,J11113,3701133,장기면
446,1,1,1,13,2,4,C,18,J11113,3701133,장기면
447,1,1,1,13,2,4,C,18,J11113,3701133,장기면
448,1,1,1,13,2,4,C,18,J11113,3701113,오천읍
449,1,1,1,13,2,4,C,18,J11113,3701133,장기면
450,1,1,1,13,2,4,C,18,J11113,3701133,장기면
451,1,1,1,13,2,4,C,18,J11113,3701133,장기면
452,1,1,1,13,2,4,C,18,J11113,3701133,장기면
453,1,1,1,13,2,4,C,18,J11113,3701133,장기면
454,1,1,1,13,2,4,C,18,J11113,3701133,장기면
455,1,1,1,13,2,4,C,18,J11113,3701133,장기면
456,1,1,1,13,2,4,C,18,J11113,3701133,장기면
457,1,1,1,13,2,4,C,18,J11113,3701133,장기면
458,1,1,1,13,2,4,C,18,J11113,3701133,장기면
459,1,1,1,13,2,4,C,18,J11113,3701133,장기면
460,1,1,1,13,2,4,C,18,J11113,3701133,장기면
461,1,1,1,13,2,4,C,18,J11113,3701133,장기면
462,1,1,1,13,2,4,C,18,J11113,3701133,장기면
463,1,1,1,13,2,4,C,18,J11113,3701133,장기면
464,1,1,1,13,2,4,C,18,J11113,3701133,장기면
465,1,1,1,13,2,4,C,18,J11113,3701133,장기면
466,1,1,1,13,2,4,C,18,J11113,3701133,장기면
467,1,1,1,13,2,4,C,18,J11113,3701113,오천읍
468,1,1,1,13,2,4,C,18,J11113,3701133,장기면
469,1,1,1,13,2,4,C,18,J11113,3701133,장기면
470,1,1,1,13,2,4,C,18,J11113,3701111,구룡포읍
471,1,1,1,13,2,4,C,18,J11113,3701111,구룡포읍
472,1,1,1,13,2,4,C,18,J11113,3701132,동해면
473,1,1,1,13,2,4,C,18,J11113,3701133,장기면
474,1,1,1,13,2,4,C,18,J11113,,
475,1,1,1,13,2,4,C,18,J11113,3701132,동해면
