,STORUNST,FROR_CD,FRTP_CD,KOFTR_GROU,DMCLS_CD,AGCLS_CD,DNST_CD,HEIGHT,LDMARK_STN,ADM_DR_CD,ADM_DR_NM,landslide
63,0,0,0,93,,,,,J00093,3701132.0,동해면,True
64,0,0,0,93,,,,,J00093,3701135.0,호미곶면,False
65,0,0,0,93,,,,,J00093,3701159.0,대이동,False
66,0,0,0,93,,,,,J00093,3701159.0,대이동,False
67,0,0,0,93,,,,,J00093,3701135.0,호미곶면,False
68,0,0,0,93,,,,,J00093,3701135.0,호미곶면,False
69,0,0,0,93,,,,,J00093,3701112.0,연일읍,True
70,0,0,0,93,,,,,J00093,3701135.0,호미곶면,False
71,0,0,0,93,,,,,J00093,3701132.0,동해면,True
72,0,0,0,93,,,,,J00093,3701113.0,오천읍,False
73,0,0,0,93,,,,,J00093,3701133.0,장기면,True
74,0,0,0,93,,,,,J00093,3701133.0,장기면,True
75,0,0,0,93,,,,,J00093,3701133.0,장기면,True
76,0,0,0,93,,,,,J00093,3701131.0,대송면,True
77,0,0,0,93,,,,,J00093,3701132.0,동해면,True
78,0,0,0,93,,,,,J00093,3701133.0,장기면,True
79,0,0,0,93,,,,,J00093,3701132.0,동해면,True
80,0,0,0,93,,,,,J00093,3701112.0,연일읍,True
81,0,0,0,93,,,,,J00093,3701132.0,동해면,True
82,0,0,0,93,,,,,J00093,3701132.0,동해면,True
83,0,0,0,93,,,,,J00093,3701133.0,장기면,True
84,0,0,0,93,,,,,J00093,3701133.0,장기면,True
85,0,0,0,93,,,,,J00093,3701133.0,장기면,True
86,0,0,0,93,,,,,J00093,3701133.0,장기면,True
87,0,0,0,93,,,,,J00093,3701133.0,장기면,True
88,0,0,0,93,,,,,J00093,3701133.0,장기면,True
89,0,0,0,93,,,,,J00093,3701133.0,장기면,True
90,0,0,0,93,,,,,J00093,3701131.0,대송면,True
91,0,0,0,93,,,,,J00093,3701133.0,장기면,True
92,0,0,0,93,,,,,J00093,3701132.0,동해면,True
93,0,0,0,93,,,,,J00093,3701157.0,제철동,True
94,0,0,0,93,,,,,J00093,3701157.0,제철동,True
95,0,0,0,93,,,,,J00093,3701132.0,동해면,True
96,0,0,0,93,,,,,J00093,3701132.0,동해면,True
97,0,0,0,93,,,,,J00093,3701111.0,구룡포읍,False
98,0,0,0,93,,,,,J00093,3701132.0,동해면,True
99,0,0,0,93,,,,,J00093,3701112.0,연일읍,True
100,0,0,0,93,,,,,J00093,3701133.0,장기면,True
101,0,0,0,93,,,,,J00093,3701111.0,구룡포읍,False
102,0,0,0,93,,,,,J00093,3701111.0,구룡포읍,False
103,0,0,0,93,,,,,J00093,3701132.0,동해면,True
104,0,0,0,93,,,,,J00093,3701131.0,대송면,True
105,0,0,0,93,,,,,J00093,3701113.0,오천읍,False
106,0,0,0,93,,,,,J00093,3701113.0,오천읍,False
107,0,0,0,93,,,,,J00093,3701133.0,장기면,True
108,0,0,0,93,,,,,J00093,3701113.0,오천읍,False
109,0,0,0,93,,,,,J00093,3701133.0,장기면,True
110,0,0,0,93,,,,,J00093,3701132.0,동해면,True
111,0,0,0,93,,,,,J00093,3701132.0,동해면,True
112,0,0,0,93,,,,,J00093,3701112.0,연일읍,True
113,0,0,0,93,,,,,J00093,3701132.0,동해면,True
114,0,0,0,93,,,,,J00093,3701113.0,오천읍,False
115,0,0,0,93,,,,,J00093,3701132.0,동해면,True
116,0,0,0,93,,,,,J00093,3701112.0,연일읍,True
117,0,0,0,93,,,,,J00093,3701112.0,연일읍,True
118,0,0,0,93,,,,,J00093,3701112.0,연일읍,True
119,0,0,0,93,,,,,J00093,3701159.0,대이동,False
120,0,0,0,93,,,,,J00093,3701159.0,대이동,False
121,0,0,0,93,,,,,J00093,3701133.0,장기면,True
122,0,0,0,93,,,,,J00093,3701133.0,장기면,True
123,0,0,0,93,,,,,J00093,3701133.0,장기면,True
124,0,0,0,93,,,,,J00093,3701133.0,장기면,True
125,0,0,0,93,,,,,J00093,3701133.0,장기면,True
126,0,0,0,93,,,,,J00093,3701133.0,장기면,True
127,0,0,0,93,,,,,J00093,3701133.0,장기면,True
128,0,0,0,93,,,,,J00093,3701133.0,장기면,True
129,0,0,0,93,,,,,J00093,3701111.0,구룡포읍,False
130,0,0,0,93,,,,,J00093,3701111.0,구룡포읍,False
131,0,0,0,93,,,,,J00093,3701111.0,구룡포읍,False
132,0,0,0,93,,,,,J00093,3701111.0,구룡포읍,False
133,0,0,0,93,,,,,J00093,3701111.0,구룡포읍,False
134,0,0,0,93,,,,,J00093,3701111.0,구룡포읍,False
135,0,0,0,93,,,,,J00093,3701111.0,구룡포읍,False
136,0,0,0,93,,,,,J00093,3701111.0,구룡포읍,False
137,0,0,0,93,,,,,J00093,,,False
138,0,0,0,93,,,,,J00093,3701112.0,연일읍,True
139,0,0,0,93,,,,,J00093,3701111.0,구룡포읍,False
140,0,0,0,93,,,,,J00093,3701132.0,동해면,True
141,0,0,0,93,,,,,J00093,3701132.0,동해면,True
142,0,0,0,93,,,,,J00093,3701111.0,구룡포읍,False
143,0,0,0,93,,,,,J00093,3701132.0,동해면,True
144,0,0,0,93,,,,,J00093,3701159.0,대이동,False
145,0,0,0,93,,,,,J00093,3701132.0,동해면,True
146,0,0,0,93,,,,,J00093,3701111.0,구룡포읍,False
147,0,0,0,93,,,,,J00093,3701132.0,동해면,True
148,0,0,0,93,,,,,J00093,3701132.0,동해면,True
149,0,0,0,93,,,,,J00093,3701135.0,호미곶면,False
150,0,0,0,93,,,,,J00093,3701135.0,호미곶면,False
151,0,0,0,93,,,,,J00093,3701132.0,동해면,True
152,0,0,0,93,,,,,J00093,3701133.0,장기면,True
153,0,0,0,93,,,,,J00093,3701113.0,오천읍,False
154,0,0,0,93,,,,,J00093,3701133.0,장기면,True
155,0,0,0,93,,,,,J00093,3701133.0,장기면,True
156,0,0,0,93,,,,,J00093,3701133.0,장기면,True
157,0,0,0,93,,,,,J00093,3701133.0,장기면,True
158,0,0,0,93,,,,,J00093,3701133.0,장기면,True
159,0,0,0,93,,,,,J00093,3701113.0,오천읍,False
160,0,0,0,93,,,,,J00093,3701133.0,장기면,True
161,0,0,0,93,,,,,J00093,3701133.0,장기면,True
162,0,0,0,93,,,,,J00093,3701133.0,장기면,True
163,0,0,0,93,,,,,J00093,3701113.0,오천읍,False
164,0,0,0,93,,,,,J00093,3701133.0,장기면,True
165,0,0,0,93,,,,,J00093,3701133.0,장기면,True
166,0,0,0,93,,,,,J00093,3701133.0,장기면,True
167,0,0,0,93,,,,,J00093,3701113.0,오천읍,False
168,0,0,0,93,,,,,J00093,3701131.0,대송면,True
169,0,0,0,93,,,,,J00093,3701133.0,장기면,True
170,0,0,0,93,,,,,J00093,3701131.0,대송면,True
171,0,0,0,93,,,,,J00093,3701131.0,대송면,True
172,0,0,0,93,,,,,J00093,3701112.0,연일읍,True
173,0,0,0,93,,,,,J00093,3701112.0,연일읍,True
174,0,0,0,93,,,,,J00093,3701133.0,장기면,True
175,0,0,0,93,,,,,J00093,3701133.0,장기면,True
176,0,0,0,93,,,,,J00093,3701133.0,장기면,True
177,0,0,0,94,,,,,J00094,3701133.0,장기면,True
178,0,0,0,94,,,,,J00094,3701133.0,장기면,True
179,0,0,0,94,,,,,J00094,3701113.0,오천읍,False
180,0,0,0,94,,,,,J00094,3701133.0,장기면,True
181,0,0,0,94,,,,,J00094,3701111.0,구룡포읍,False
182,0,0,0,94,,,,,J00094,3701132.0,동해면,True
183,0,0,0,94,,,,,J00094,3701111.0,구룡포읍,False
184,0,0,0,94,,,,,J00094,3701113.0,오천읍,False
185,0,0,0,94,,,,,J00094,3701131.0,대송면,True
186,1,1,1,10,0.0,1.0,A,0.0,J11110,3701135.0,호미곶면,False
187,1,1,1,11,0.0,1.0,A,0.0,J11111,3701135.0,호미곶면,False
188,1,1,1,11,1.0,2.0,A,4.0,J11111,3701135.0,호미곶면,False
189,1,1,1,11,1.0,2.0,A,12.0,J11111,3701111.0,구룡포읍,False
190,1,1,1,11,1.0,2.0,B,8.0,J11111,3701112.0,연일읍,True
191,1,1,1,11,1.0,2.0,B,10.0,J11111,3701112.0,연일읍,True
192,1,1,1,11,1.0,2.0,C,6.0,J11111,3701133.0,장기면,True
193,1,1,1,11,1.0,2.0,C,8.0,J11111,,,False
194,1,1,1,11,1.0,2.0,C,10.0,J11111,3701111.0,구룡포읍,False
195,1,1,1,11,1.0,2.0,C,10.0,J11111,3701111.0,구룡포읍,False
196,1,1,1,11,1.0,2.0,C,10.0,J11111,3701132.0,동해면,True
197,1,1,1,11,1.0,2.0,C,12.0,J11111,3701111.0,구룡포읍,False
198,1,1,1,11,1.0,2.0,C,14.0,J11111,3701111.0,구룡포읍,False
199,1,1,1,11,1.0,2.0,C,14.0,J11111,3701111.0,구룡포읍,False
200,1,1,1,11,1.0,3.0,B,10.0,J11111,3701113.0,오천읍,False
201,1,1,1,12,0.0,1.0,A,0.0,J11112,3701135.0,호미곶면,False
202,1,1,1,12,1.0,3.0,B,12.0,J11112,3701113.0,오천읍,False
203,1,1,1,12,1.0,3.0,B,12.0,J11112,3701113.0,오천읍,False
204,1,1,1,12,1.0,3.0,C,10.0,J11112,3701112.0,연일읍,True
205,1,1,1,12,1.0,3.0,C,12.0,J11112,3701113.0,오천읍,False
206,1,1,1,12,1.0,3.0,C,12.0,J11112,3701113.0,오천읍,False
207,1,1,1,12,1.0,3.0,C,12.0,J11112,3701113.0,오천읍,False
208,1,1,1,12,1.0,3.0,C,12.0,J11112,3701113.0,오천읍,False
209,1,1,1,12,2.0,4.0,C,8.0,J11112,3701135.0,호미곶면,False
210,1,1,1,12,2.0,4.0,C,10.0,J11112,3701135.0,호미곶면,False
211,1,1,1,12,2.0,4.0,C,12.0,J11112,3701132.0,동해면,True
212,1,1,1,12,2.0,4.0,C,14.0,J11112,3701111.0,구룡포읍,False
213,1,1,1,12,2.0,4.0,C,16.0,J11112,3701113.0,오천읍,False
214,1,1,1,13,1.0,3.0,B,12.0,J11113,3701111.0,구룡포읍,False
215,1,1,1,13,1.0,3.0,B,12.0,J11113,3701111.0,구룡포읍,False
216,1,1,1,13,1.0,3.0,C,10.0,J11113,3701111.0,구룡포읍,False
217,1,1,1,13,1.0,3.0,C,10.0,J11113,3701111.0,구룡포읍,False
218,1,1,1,13,1.0,3.0,C,12.0,J11113,3701133.0,장기면,True
219,1,1,1,13,1.0,3.0,C,12.0,J11113,3701133.0,장기면,True
220,1,1,1,13,1.0,3.0,C,12.0,J11113,3701133.0,장기면,True
221,1,1,1,13,1.0,3.0,C,12.0,J11113,3701111.0,구룡포읍,False
222,1,1,1,13,1.0,3.0,C,12.0,J11113,3701111.0,구룡포읍,False
223,1,1,1,13,1.0,3.0,C,12.0,J11113,3701111.0,구룡포읍,False
224,1,1,1,13,1.0,3.0,C,12.0,J11113,3701111.0,구룡포읍,False
225,1,1,1,13,1.0,3.0,C,12.0,J11113,3701133.0,장기면,True
226,1,1,1,13,1.0,3.0,C,12.0,J11113,3701132.0,동해면,True
227,1,1,1,13,1.0,3.0,C,12.0,J11113,3701132.0,동해면,True
228,1,1,1,13,1.0,3.0,C,12.0,J11113,3701132.0,동해면,True
229,1,1,1,13,1.0,3.0,C,12.0,J11113,3701133.0,장기면,True
230,1,1,1,13,1.0,3.0,C,12.0,J11113,3701133.0,장기면,True
231,1,1,1,13,1.0,3.0,C,12.0,J11113,3701133.0,장기면,True
232,1,1,1,13,1.0,3.0,C,12.0,J11113,3701111.0,구룡포읍,False
233,1,1,1,13,1.0,3.0,C,12.0,J11113,3701133.0,장기면,True
234,1,1,1,13,1.0,3.0,C,14.0,J11113,3701133.0,장기면,True
235,1,1,1,13,1.0,3.0,C,14.0,J11113,3701133.0,장기면,True
236,1,1,1,13,1.0,3.0,C,14.0,J11113,3701113.0,오천읍,False
237,1,1,1,13,1.0,3.0,C,14.0,J11113,3701113.0,오천읍,False
238,1,1,1,13,1.0,3.0,C,14.0,J11113,3701113.0,오천읍,False
239,1,1,1,13,1.0,3.0,C,14.0,J11113,3701113.0,오천읍,False
240,1,1,1,13,1.0,3.0,C,14.0,J11113,3701133.0,장기면,True
241,1,1,1,13,1.0,3.0,C,14.0,J11113,,,False
242,1,1,1,13,1.0,3.0,C,14.0,J11113,3701111.0,구룡포읍,False
243,1,1,1,13,1.0,3.0,C,14.0,J11113,3701111.0,구룡포읍,False
244,1,1,1,13,1.0,3.0,C,14.0,J11113,3701132.0,동해면,True
245,1,1,1,13,1.0,3.0,C,14.0,J11113,3701111.0,구룡포읍,False
246,1,1,1,13,1.0,3.0,C,14.0,J11113,3701111.0,구룡포읍,False
247,1,1,1,13,1.0,3.0,C,14.0,J11113,3701111.0,구룡포읍,False
248,1,1,1,13,1.0,3.0,C,16.0,J11113,3701133.0,장기면,True
249,1,1,1,13,1.0,3.0,C,16.0,J11113,3701113.0,오천읍,False
250,1,1,1,13,1.0,3.0,C,16.0,J11113,3701113.0,오천읍,False
251,1,1,1,13,1.0,4.0,C,10.0,J11113,3701112.0,연일읍,True
252,1,1,1,13,1.0,4.0,C,18.0,J11113,3701133.0,장기면,True
253,1,1,1,13,2.0,3.0,C,10.0,J11113,3701133.0,장기면,True
254,1,1,1,13,2.0,3.0,C,12.0,J11113,3701133.0,장기면,True
255,1,1,1,13,2.0,3.0,C,12.0,J11113,3701111.0,구룡포읍,False
256,1,1,1,13,2.0,4.0,B,12.0,J11113,3701111.0,구룡포읍,False
257,1,1,1,13,2.0,4.0,B,14.0,J11113,3701111.0,구룡포읍,False
258,1,1,1,13,2.0,4.0,B,18.0,J11113,3701133.0,장기면,True
259,1,1,1,13,2.0,4.0,B,18.0,J11113,3701131.0,대송면,True
260,1,1,1,13,2.0,4.0,B,18.0,J11113,3701132.0,동해면,True
261,1,1,1,13,2.0,4.0,C,8.0,J11113,3701111.0,구룡포읍,False
262,1,1,1,13,2.0,4.0,C,8.0,J11113,3701111.0,구룡포읍,False
263,1,1,1,13,2.0,4.0,C,10.0,J11113,3701133.0,장기면,True
264,1,1,1,13,2.0,4.0,C,10.0,J11113,3701133.0,장기면,True
265,1,1,1,13,2.0,4.0,C,10.0,J11113,,,False
266,1,1,1,13,2.0,4.0,C,10.0,J11113,3701111.0,구룡포읍,False
267,1,1,1,13,2.0,4.0,C,10.0,J11113,3701112.0,연일읍,True
268,1,1,1,13,2.0,4.0,C,10.0,J11113,3701133.0,장기면,True
269,1,1,1,13,2.0,4.0,C,10.0,J11113,3701133.0,장기면,True
270,1,1,1,13,2.0,4.0,C,10.0,J11113,3701111.0,구룡포읍,False
271,1,1,1,13,2.0,4.0,C,10.0,J11113,3701135.0,호미곶면,False
272,1,1,1,13,2.0,4.0,C,12.0,J11113,3701133.0,장기면,True
273,1,1,1,13,2.0,4.0,C,12.0,J11113,3701133.0,장기면,True
274,1,1,1,13,2.0,4.0,C,12.0,J11113,3701133.0,장기면,True
275,1,1,1,13,2.0,4.0,C,12.0,J11113,3701133.0,장기면,True
276,1,1,1,13,2.0,4.0,C,12.0,J11113,3701133.0,장기면,True
277,1,1,1,13,2.0,4.0,C,12.0,J11113,3701133.0,장기면,True
278,1,1,1,13,2.0,4.0,C,12.0,J11113,3701133.0,장기면,True
279,1,1,1,13,2.0,4.0,C,12.0,J11113,3701133.0,장기면,True
280,1,1,1,13,2.0,4.0,C,12.0,J11113,3701133.0,장기면,True
281,1,1,1,13,2.0,4.0,C,12.0,J11113,3701133.0,장기면,True
282,1,1,1,13,2.0,4.0,C,12.0,J11113,3701133.0,장기면,True
283,1,1,1,13,2.0,4.0,C,12.0,J11113,,,False
284,1,1,1,13,2.0,4.0,C,12.0,J11113,3701111.0,구룡포읍,False
285,1,1,1,13,2.0,4.0,C,12.0,J11113,,,False
286,1,1,1,13,2.0,4.0,C,12.0,J11113,3701111.0,구룡포읍,False
287,1,1,1,13,2.0,4.0,C,12.0,J11113,3701111.0,구룡포읍,False
288,1,1,1,13,2.0,4.0,C,12.0,J11113,3701111.0,구룡포읍,False
289,1,1,1,13,2.0,4.0,C,12.0,J11113,3701111.0,구룡포읍,False
290,1,1,1,13,2.0,4.0,C,12.0,J11113,3701133.0,장기면,True
291,1,1,1,13,2.0,4.0,C,12.0,J11113,3701133.0,장기면,True
292,1,1,1,13,2.0,4.0,C,12.0,J11113,3701133.0,장기면,True
293,1,1,1,13,2.0,4.0,C,12.0,J11113,3701133.0,장기면,True
294,1,1,1,13,2.0,4.0,C,12.0,J11113,,,False
295,1,1,1,13,2.0,4.0,C,12.0,J11113,3701111.0,구룡포읍,False
296,1,1,1,13,2.0,4.0,C,12.0,J11113,3701111.0,구룡포읍,False
297,1,1,1,13,2.0,4.0,C,12.0,J11113,3701111.0,구룡포읍,False
298,1,1,1,13,2.0,4.0,C,12.0,J11113,3701111.0,구룡포읍,False
299,1,1,1,13,2.0,4.0,C,12.0,J11113,3701111.0,구룡포읍,False
300,1,1,1,13,2.0,4.0,C,12.0,J11113,3701111.0,구룡포읍,False
301,1,1,1,13,2.0,4.0,C,12.0,J11113,3701132.0,동해면,True
302,1,1,1,13,2.0,4.0,C,12.0,J11113,3701111.0,구룡포읍,False
303,1,1,1,13,2.0,4.0,C,12.0,J11113,3701111.0,구룡포읍,False
304,1,1,1,13,2.0,4.0,C,14.0,J11113,3701133.0,장기면,True
305,1,1,1,13,2.0,4.0,C,14.0,J11113,3701133.0,장기면,True
306,1,1,1,13,2.0,4.0,C,14.0,J11113,3701133.0,장기면,True
307,1,1,1,13,2.0,4.0,C,14.0,J11113,3701133.0,장기면,True
308,1,1,1,13,2.0,4.0,C,14.0,J11113,3701111.0,구룡포읍,False
309,1,1,1,13,2.0,4.0,C,14.0,J11113,3701111.0,구룡포읍,False
310,1,1,1,13,2.0,4.0,C,14.0,J11113,3701111.0,구룡포읍,False
311,1,1,1,13,2.0,4.0,C,14.0,J11113,3701133.0,장기면,True
312,1,1,1,13,2.0,4.0,C,14.0,J11113,3701133.0,장기면,True
313,1,1,1,13,2.0,4.0,C,14.0,J11113,3701133.0,장기면,True
314,1,1,1,13,2.0,4.0,C,14.0,J11113,3701133.0,장기면,True
315,1,1,1,13,2.0,4.0,C,14.0,J11113,3701133.0,장기면,True
316,1,1,1,13,2.0,4.0,C,14.0,J11113,3701113.0,오천읍,False
317,1,1,1,13,2.0,4.0,C,14.0,J11113,3701133.0,장기면,True
318,1,1,1,13,2.0,4.0,C,14.0,J11113,3701113.0,오천읍,False
319,1,1,1,13,2.0,4.0,C,14.0,J11113,3701111.0,구룡포읍,False
320,1,1,1,13,2.0,4.0,C,14.0,J11113,3701111.0,구룡포읍,False
321,1,1,1,13,2.0,4.0,C,14.0,J11113,3701111.0,구룡포읍,False
322,1,1,1,13,2.0,4.0,C,14.0,J11113,3701111.0,구룡포읍,False
323,1,1,1,13,2.0,4.0,C,14.0,J11113,3701111.0,구룡포읍,False
324,1,1,1,13,2.0,4.0,C,14.0,J11113,3701111.0,구룡포읍,False
325,1,1,1,13,2.0,4.0,C,14.0,J11113,3701111.0,구룡포읍,False
326,1,1,1,13,2.0,4.0,C,14.0,J11113,3701132.0,동해면,True
327,1,1,1,13,2.0,4.0,C,14.0,J11113,3701111.0,구룡포읍,False
328,1,1,1,13,2.0,4.0,C,14.0,J11113,3701132.0,동해면,True
329,1,1,1,13,2.0,4.0,C,14.0,J11113,3701132.0,동해면,True
330,1,1,1,13,2.0,4.0,C,14.0,J11113,3701132.0,동해면,True
331,1,1,1,13,2.0,4.0,C,14.0,J11113,3701132.0,동해면,True
332,1,1,1,13,2.0,4.0,C,14.0,J11113,3701132.0,동해면,True
333,1,1,1,13,2.0,4.0,C,14.0,J11113,3701132.0,동해면,True
334,1,1,1,13,2.0,4.0,C,16.0,J11113,3701133.0,장기면,True
335,1,1,1,13,2.0,4.0,C,16.0,J11113,3701133.0,장기면,True
336,1,1,1,13,2.0,4.0,C,16.0,J11113,3701133.0,장기면,True
337,1,1,1,13,2.0,4.0,C,16.0,J11113,3701133.0,장기면,True
338,1,1,1,13,2.0,4.0,C,16.0,J11113,3701132.0,동해면,True
339,1,1,1,13,2.0,4.0,C,16.0,J11113,3701113.0,오천읍,False
340,1,1,1,13,2.0,4.0,C,16.0,J11113,3701133.0,장기면,True
341,1,1,1,13,2.0,4.0,C,16.0,J11113,3701111.0,구룡포읍,False
342,1,1,1,13,2.0,4.0,C,16.0,J11113,3701111.0,구룡포읍,False
343,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
344,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
345,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
346,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
347,1,1,1,13,2.0,4.0,C,18.0,J11113,3701113.0,오천읍,False
348,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
349,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
350,1,1,1,13,2.0,4.0,C,18.0,J11113,3701113.0,오천읍,False
351,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
352,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
353,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
354,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
355,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
356,1,1,1,13,2.0,4.0,C,18.0,J11113,3701113.0,오천읍,False
357,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
358,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
359,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
360,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
361,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
362,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
363,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
364,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
365,1,1,1,13,2.0,4.0,C,18.0,J11113,3701113.0,오천읍,False
366,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
367,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
368,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
369,1,1,1,13,2.0,4.0,C,18.0,J11113,3701113.0,오천읍,False
370,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
371,1,1,1,13,2.0,4.0,C,18.0,J11113,3701113.0,오천읍,False
372,1,1,1,13,2.0,4.0,C,18.0,J11113,3701113.0,오천읍,False
373,1,1,1,13,2.0,4.0,C,18.0,J11113,3701113.0,오천읍,False
374,1,1,1,13,2.0,4.0,C,18.0,J11113,3701113.0,오천읍,False
375,1,1,1,13,2.0,4.0,C,18.0,J11113,3701113.0,오천읍,False
376,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
377,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
378,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
379,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
380,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
381,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
382,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
383,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
384,1,1,1,13,2.0,4.0,C,18.0,J11113,3701133.0,장기면,True
